season,week,awayTeam,homeTeam,forecast,wind
http://www.nflweather.com/en/week/2016/week-3/,http://www.nflweather.com/en/week/2016/week-3/,Steelers,Eagles,71f Clear,1m NW
http://www.nflweather.com/en/week/2016/week-3/,http://www.nflweather.com/en/week/2016/week-3/,Bears,Cowboys,75f Humid and Mostly Cloudy,4m N
http://www.nflweather.com/en/week/2016/week-3/,http://www.nflweather.com/en/week/2016/week-3/,Falcons,Saints,DOME,0m NE
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Dolphins,Bengals,59f Mostly Cloudy,0m NNW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Colts,Jaguars,58f Partly Cloudy,6m NNW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Titans,Texans,82f Clear,4m NE
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Browns,Redskins,70f Mostly Cloudy,1m N
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Seahawks,Jets,61f Overcast,0m NNE
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Bills,Patriots,56f Overcast,2m N
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Panthers,Falcons,DOME,0m NW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Raiders,Ravens,67f Mostly Cloudy,0m ESE
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Lions,Bears,64f Mostly Cloudy,2m W
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Broncos,Buccaneers,89f Drizzle,4m N
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Rams,Cardinals,DOME,4m E
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Saints,Chargers,73f Clear,6m WSW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Cowboys,49ers,68f Partly Cloudy,8m WNW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Chiefs,Steelers,60f Rain,0m SSW
http://www.nflweather.com/en/week/2016/week-4/,http://www.nflweather.com/en/week/2016/week-4/,Giants,Vikings,DOME,6m ESE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Cardinals,49ers,72f Clear,7m NW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Patriots,Browns,57f Partly Cloudy,9m NW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Eagles,Lions,DOME,6m NNW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Bears,Colts,DOME,0m ESE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Titans,Dolphins,87f Clear,12m NE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Redskins,Ravens,61f Partly Cloudy,12m NNW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Texans,Vikings,DOME,4m SSE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Jets,Steelers,57f Partly Cloudy,6m NW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Falcons,Broncos,73f Mostly Cloudy,1m ENE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Bengals,Cowboys,74f Clear,3m NE
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Bills,Rams,87f Clear,5m WSW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Chargers,Raiders,78f Clear,4m WNW
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Giants,Packers,48f Clear,2m E
http://www.nflweather.com/en/week/2016/week-5/,http://www.nflweather.com/en/week/2016/week-5/,Buccaneers,Panthers,57f Clear,2m ENE
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Broncos,Chargers,69f Clear,6m WNW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,49ers,Bills,72f Mostly Cloudy,9m SW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Eagles,Redskins,69f Clear,5m SSW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Browns,Titans,79f Partly Cloudy,7m S
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Ravens,Giants,66f Mostly Cloudy,6m SSW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Panthers,Saints,DOME,4m ENE
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Jaguars,Bears,67f Overcast,3m SSW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Rams,Lions,DOME,11m SW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Steelers,Dolphins,82f Partly Cloudy,11m ENE
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Bengals,Patriots,66f Clear,7m SSW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Chiefs,Raiders,61f Light Rain,5m WSW
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Falcons,Seahawks,54f Mostly Cloudy,5m S
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Cowboys,Packers,67f Clear,4m NE
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Colts,Texans,80f Clear,6m SE
http://www.nflweather.com/en/week/2016/week-6/,http://www.nflweather.com/en/week/2016/week-6/,Jets,Cardinals,DOME,4m SW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Bears,Packers,47f Mostly Cloudy,3m NNW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Giants,Rams,54f Partly Cloudy,10m ENE
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Saints,Chiefs,69f Clear,6m WSW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Colts,Titans,71f Clear,5m SW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Vikings,Eagles,61f Mostly Cloudy,10m W
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Browns,Bengals,66f Clear,6m SSW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Redskins,Lions,DOME,5m SSW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Raiders,Jaguars,72f Clear,5m NNE
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Bills,Dolphins,80f Partly Cloudy,10m NE
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Ravens,Jets,58f Partly Cloudy,11m W
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Buccaneers,49ers,69f Clear,2m W
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Chargers,Falcons,DOME,2m WNW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Patriots,Steelers,63f Clear,6m SW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Seahawks,Cardinals,DOME,1m WNW
http://www.nflweather.com/en/week/2016/week-7/,http://www.nflweather.com/en/week/2016/week-7/,Texans,Broncos,66f Partly Cloudy,2m NE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Jaguars,Titans,66f Clear,4m NNW
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Redskins,Bengals,52f Mostly Cloudy,3m ESE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Chiefs,Colts,DOME,5m NW
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Raiders,Buccaneers,84f Clear,10m ENE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Seahawks,Saints,DOME,4m ENE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Lions,Texans,80f Clear,3m ENE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Jets,Browns,54f Mostly Cloudy,9m N
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Patriots,Bills,50f Drizzle,2m NW
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Chargers,Broncos,75f Mostly Cloudy,3m ESE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Packers,Falcons,DOME,3m WNW
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Cardinals,Panthers,80f Clear,4m WSW
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Eagles,Cowboys,78f Clear,3m SSE
http://www.nflweather.com/en/week/2016/week-8/,http://www.nflweather.com/en/week/2016/week-8/,Vikings,Bears,57f Drizzle,3m SSE
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Falcons,Buccaneers,75f Partly Cloudy,2m NNE
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Lions,Vikings,DOME,5m S
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Eagles,Giants,57f Clear,8m NNW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Jets,Dolphins,79f Clear,11m ENE
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Jaguars,Chiefs,60f Clear,6m SSE
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Cowboys,Browns,56f Clear,2m NW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Steelers,Ravens,63f Mostly Cloudy,10m NNW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Saints,49ers,68f Partly Cloudy,1m NW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Panthers,Rams,72f Clear,3m SSW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Colts,Packers,67f Clear,5m SSW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Titans,Chargers,74f Clear,3m W
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Broncos,Raiders,67f Partly Cloudy,3m WNW
http://www.nflweather.com/en/week/2016/week-9/,http://www.nflweather.com/en/week/2016/week-9/,Bills,Seahawks,60f Mostly Cloudy,0m WNW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Browns,Ravens,52f Clear,1m SW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Texans,Jaguars,71f Partly Cloudy,6m N
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Broncos,Saints,DOME,4m N
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Rams,Jets,55f Clear,4m W
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Falcons,Eagles,54f Clear,6m W
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Chiefs,Panthers,48f Partly Cloudy,4m N
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Bears,Buccaneers,77f Clear,2m SE
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Vikings,Redskins,55f Clear,4m WSW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Packers,Titans,55f Clear,0m NNW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Dolphins,Chargers,84f Clear,3m WNW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,49ers,Cardinals,DOME,1m SSE
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Cowboys,Steelers,54f Clear,2m SW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Seahawks,Patriots,45f Clear,2m SW
http://www.nflweather.com/en/week/2016/week-10/,http://www.nflweather.com/en/week/2016/week-10/,Bengals,Giants,54f Overcast,1m SSW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Saints,Panthers,57f Clear,2m S
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Steelers,Browns,35f Overcast,16m WNW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Ravens,Cowboys,53f Clear,7m S
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Jaguars,Lions,DOME,16m NW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Titans,Colts,DOME,7m WNW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Bills,Bengals,37f Overcast,7m WNW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Buccaneers,Chiefs,43f Partly Cloudy,8m SE
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Bears,Giants,40f Mostly Cloudy,12m W
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Cardinals,Vikings,DOME,2m ESE
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Dolphins,Rams,63f Partly Cloudy,4m SW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Patriots,49ers,61f Light Rain,1m SSW
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Eagles,Seahawks,51f Overcast,4m S
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Packers,Redskins,38f Partly Cloudy,15m W
http://www.nflweather.com/en/week/2016/week-11/,http://www.nflweather.com/en/week/2016/week-11/,Texans,Raiders,62f Clear,0m SW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Vikings,Lions,DOME,7m WSW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Redskins,Cowboys,69f Clear,5m S
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Steelers,Colts,DOME,4m W
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Titans,Bears,38f Foggy,5m S
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Jaguars,Bills,38f Mostly Cloudy,6m W
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Bengals,Ravens,49f Clear,8m NW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Cardinals,Falcons,DOME,0m NE
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Giants,Browns,46f Clear,10m SSW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Rams,Saints,DOME,2m E
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,49ers,Dolphins,79f Clear,10m NNE
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Chargers,Texans,67f Clear,9m SE
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Seahawks,Buccaneers,78f Partly Cloudy,7m E
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Panthers,Raiders,56f Clear,6m NW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Patriots,Jets,48f Partly Cloudy,8m WNW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Chiefs,Broncos,44f Mostly Cloudy,6m WNW
http://www.nflweather.com/en/week/2016/week-12/,http://www.nflweather.com/en/week/2016/week-12/,Packers,Eagles,47f Partly Cloudy,4m S
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Cowboys,Vikings,DOME,5m NW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Chiefs,Falcons,DOME,5m ENE
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Lions,Saints,DOME,1m WNW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Rams,Patriots,37f Partly Cloudy,7m NNW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Broncos,Jaguars,75f Partly Cloudy,3m ESE
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Texans,Packers,31f Snow,4m SSE
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Eagles,Bengals,41f Mostly Cloudy,3m ESE
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Dolphins,Ravens,45f Clear,3m NNW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,49ers,Bears,35f Light Rain,5m ESE
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Bills,Raiders,55f Clear,2m WNW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Giants,Steelers,40f Partly Cloudy,2m E
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Redskins,Cardinals,DOME,1m SSW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Buccaneers,Chargers,71f Clear,3m WNW
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Panthers,Seahawks,41f Mostly Cloudy,1m S
http://www.nflweather.com/en/week/2016/week-13/,http://www.nflweather.com/en/week/2016/week-13/,Colts,Jets,43f Clear,2m WNW
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Raiders,Chiefs,23f Clear,4m NW
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Steelers,Bills,24f Snow,6m S
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Broncos,Titans,48f Partly Cloudy,11m S
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Saints,Buccaneers,75f Partly Cloudy,9m E
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Redskins,Eagles,33f Mostly Cloudy,2m S
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Cardinals,Dolphins,75f Partly Cloudy,15m E
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Chargers,Panthers,42f Mostly Cloudy,2m SSE
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Bengals,Browns,28f Light Snow,13m SSE
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Bears,Lions,DOME,12m S
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Texans,Colts,DOME,8m S
http://www.nflweather.com/en/week/2016/week-14/,http://www.nflweather.com/en/week/2016/week-14/,Vikings,Jaguars,66f Clear,1m ENE
